pas.r,pas.c,pas.l,pat.r,pat.c,pat.l,pvn.r,pvn.c,ao.CQ,mi.CQ,po.CQ,ti.CQ,rv.E_pas,rv.E_act,rv.v_ref,rv.k_pas,ra.E_pas,ra.E_act,ra.v_ref,ra.k_pas,T,sas.r,sas.c,sas.l,sas.v_ref,sat.r,sat.c,sat.l,sat.v_ref,svn.r,svn.c,svn.l,svn.v_ref,pas.v_ref,pat.v_ref,pvn.l,pvn.v_ref,ao.RRA,mi.RRA,po.RRA,ti.RRA,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,lv.v,la.E_pas,la.E_act,la.v_ref,la.tpwb,la.k_pas,la.v,rv.v,ra.tpwb,ra.v,la.delay,ra.delay,lv.tr,rv.tr,la.tpww,ra.tpww,lv.td,rv.td,sas.v,sat.v,svn.v,pas.v,pat.v,pvn.v
0.0017768195401877164,0.2655622984282673,5.2324316456913946e-05,0.27206264444626865,3.4208530941978093,0.0012001125639304517,0.005159976309165358,16.85923073720187,214.19773316010833,348.25524501502514,424.3645748589188,354.01928685605526,0.5077134271617979,0.7098655405454337,44.78170432150364,0.01216663636867795,0.363805019762367,0.3295847875997424,22.793702334165573,0.02456377338561974,0.745581451356411,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.11183721770346164,0.11183721770346164,0.22367443540692328,0.22367443540692328,0.06710233062207699,0.06710233062207699,0.3355116531103849,0.3355116531103849,1.029826438816156,20.596528776323122,263.89302494664,3.4185384509276973,44.036061996386984,217.026019390906
0.0024215785041451455,0.17409957418218255,5.000778872519732e-05,0.3746510296687483,5.101003631390631,0.0018438378316350278,0.007833578674122692,28.135939973872155,449.5827625039965,523.1706485152245,313.4002055041492,499.1920802742243,0.974292686842382,3.1306260209996255,34.97310820966959,0.029757275869603264,0.5602025669068098,0.1261855736374855,11.853656880557537,0.010403393123094924,0.4424921926110983,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.06637382889166474,0.06637382889166474,0.13274765778332948,0.13274765778332948,0.03982429733499884,0.03982429733499884,0.1991214866749942,0.1991214866749942,0.7914944113923229,15.829888227846459,202.82044291928275,1.7224854998872579,50.467698334220366,278.36799060737087
0.0021408202201128007,0.23719718305394055,2.9366518758237362e-05,0.3473674258496612,5.535055616684257,0.002232694508321583,0.005774073081091046,19.22096815984696,246.04243822395802,239.99868035316467,388.03868112154305,430.97400702536106,0.5879779467452318,2.3973738268716263,35.60441266745329,0.02503562013638299,0.6084659514017403,0.16120078088715672,21.937919538468122,0.028800926868310192,0.8439621561020613,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.12659432341530918,0.12659432341530918,0.25318864683061837,0.25318864683061837,0.0759565940491855,0.0759565940491855,0.37978297024592755,0.37978297024592755,0.9327325780382103,18.654651560764204,239.0127231222914,2.7655192506662902,64.53408368668478,224.10028980155514
0.0015361022856086493,0.15711319947615265,7.296895861625671e-05,0.2459142939560115,2.927221439965069,0.0016014197253622112,0.008351018646731974,30.57634912012145,491.56561265699565,415.1307728141546,274.1864890791476,322.2407456487417,0.8926313194073738,1.4485495085129514,45.40523022413254,0.013060572367974557,0.28734306525439024,0.3646000544540584,13.493151385337114,0.01623997654887009,0.5495909529924392,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.08243864294886588,0.08243864294886588,0.16487728589773176,0.16487728589773176,0.049463185769319525,0.049463185769319525,0.24731592884659764,0.24731592884659764,0.7879559675424825,15.759119350849652,201.91371668276116,1.5474785388365868,28.831520024234692,301.1602094357754
0.00121465646289289,0.1917691722325981,4.153743907064199e-05,0.4339117740932852,2.286018610931933,0.0008766909885220229,0.0033022586535662412,21.452429367229342,436.3668623380363,569.699738919735,233.7081389501691,243.7901083379984,0.3643012421671301,2.8880201362073423,55.04103474318981,0.02402206674050353,0.465966634452343,0.21447097789496183,18.415905814617872,0.02189248399139475,0.8024693563580513,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.12037040345370768,0.12037040345370768,0.24074080690741537,0.24074080690741537,0.07222224207222461,0.07222224207222461,0.36111121036112304,0.36111121036112304,0.9542353673262662,19.084707346525327,244.52281287735573,2.287411581340341,27.267497611466425,255.8833352159859
0.0026084373742341995,0.11150837743654847,6.415296679735184e-05,0.21749496649950742,4.450457363761961,0.001946247040480375,0.006725679298862816,10.747673435602337,321.74957604147494,394.8119681328535,516.3613302167505,503.0255850404501,0.833694020342082,0.9621021957602351,25.162705965340137,0.016573536180194467,0.6445719595067203,0.26155903190374374,27.48086215928197,0.013084143588580191,0.5255954756587744,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.07883932134881616,0.07883932134881616,0.15767864269763232,0.15767864269763232,0.047303592809289696,0.047303592809289696,0.23651796404644848,0.23651796404644848,1.1736576015708324,23.473152031416646,300.7497604025258,1.6359081852154325,65.29141394307642,157.67610783619483
0.0025116422437131405,0.20191125394776466,3.279549271613359e-05,0.3592812214791774,3.656052582338452,0.0016918462328612803,0.008750605059787631,20.929806244093925,279.7358982730657,575.9018879383802,510.7488322071731,416.2551622837782,0.5568832873366774,0.8680650640046224,53.117550536990166,0.02661030831412598,0.7366628809832036,0.33914032368920743,19.198618419468403,0.022962101115446536,0.6167754836380481,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.09251632254570721,0.09251632254570721,0.18503264509141443,0.18503264509141443,0.05550979352742433,0.05550979352742433,0.27754896763712167,0.27754896763712167,0.9368126254386544,18.736252508773088,240.05823526865518,2.3644126489552035,42.812952730028215,245.09133421814965
0.001186703259125352,0.10195952659472823,6.964482016861439e-05,0.3069452920276671,4.863065779581666,0.00233640171168372,0.005420729806646705,10.934971701353788,384.04451655223966,351.01106613874435,228.04889068938792,336.80483289062977,0.9251637177262457,3.333041059714742,22.92626280337572,0.014044334170913324,0.4330871310085058,0.13580322149209678,25.138701274991035,0.012083196981861255,0.9196575374156236,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.13794863061234353,0.13794863061234353,0.27589726122468705,0.27589726122468705,0.08276917836740612,0.08276917836740612,0.4138458918370306,0.4138458918370306,1.155462275674527,23.10924551349054,296.08720814159756,1.4726298328230267,70.23861315537937,157.93684108103503
0.0015625848118215801,0.2466553551144898,5.1513822086155416e-05,0.4071509576775133,4.166417203471064,0.001985311909858137,0.00637232773192227,20.39922104170546,437.87881224416196,208.69892500340939,268.9182698260993,208.9074295014143,0.5008273115940393,1.8963710929267108,32.56757091730833,0.023091927957021627,0.3128668116405606,0.2868959775660187,20.5301209166646,0.026051688396588897,0.4657682917267084,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.06986524375900625,0.06986524375900625,0.1397304875180125,0.1397304875180125,0.04191914625540376,0.04191914625540376,0.20959573127701875,0.20959573127701875,0.9363237379783378,18.726474759566756,239.93295785694903,2.8868658011646673,48.76394162414098,238.7534362202002
0.0022390858195722105,0.1468859321437776,5.40715499073267e-05,0.16220057661645115,2.516001334413886,0.0009290376620367169,0.0037018367741256954,29.743430555798113,202.65900697559118,433.8340640068054,382.7237520366907,538.0508620291948,0.6985211971122772,2.3061264101881536,42.68012434244156,0.015062389730709603,0.5090822004713118,0.23974765953607857,13.960398212075233,0.01892054927186854,0.7161530064046383,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.10742295096069575,0.10742295096069575,0.2148459019213915,0.2148459019213915,0.06445377057641745,0.06445377057641745,0.32226885288208723,0.32226885288208723,0.8060627966002836,16.12125593200567,206.55359162882266,1.4799910655631607,25.35068839834628,299.6884101786619
0.002448560748249292,0.26307014303281906,7.405265122652055e-05,0.2110540023446083,2.0517473597079516,0.0013710902017541227,0.00688094142638147,17.63287012418732,501.9023780245334,304.55614775419235,318.5930301900953,582.7341485768557,0.4136033799126745,3.044986700336449,47.05728627741337,0.01971621139059495,0.5898164361715317,0.20474032848142087,24.825842920690775,0.020603384271503426,0.5599471344053746,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.08399207016080619,0.08399207016080619,0.16798414032161238,0.16798414032161238,0.05039524209648371,0.05039524209648371,0.2519762104824186,0.2519762104824186,1.0444437489579923,20.888874979159844,267.6387106704855,3.43452458035141,26.78668380360044,230.20676221744478
0.00187460065074265,0.17441648622974754,3.152934857457876e-05,0.45956151288934044,4.689323339238762,0.002439815903268754,0.004301247892901302,27.057000138796866,256.21397951617837,529.4684987515211,429.7750065103173,264.22152034938335,0.7843509915377946,1.1632931860396638,36.9354260340333,0.02211077825334761,0.26838742895051837,0.2518885869067162,10.760847385972738,0.01445137430098839,0.8364770746976137,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.12547156120464203,0.12547156120464203,0.25094312240928407,0.25094312240928407,0.07528293672278523,0.07528293672278523,0.3764146836139261,0.3764146836139261,0.813297563564988,16.26595127129976,208.40750066352817,1.7731562912027492,47.672690582141485,275.06740362826287
0.0013756648320704698,0.2192025555856526,6.185001587867737e-05,0.26005897397175426,5.297081072255969,0.001874603233858943,0.008230866992846132,23.68872742773965,311.41247949562967,487.3566150665283,470.51213467493653,392.4283016473055,0.6427192417532206,2.6006539881229402,27.299705408513546,0.01119723780533485,0.47832963289693,0.171054424950853,16.148151997476816,0.028683780114647,0.5139404682070017,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.07709107023105025,0.07709107023105025,0.1541821404621005,0.1541821404621005,0.04625464213863015,0.04625464213863015,0.23127321069315074,0.23127321069315074,0.856280831630197,17.12561663260394,219.42196310523798,2.346236832404339,56.69736232204896,253.55254027607455
0.00280118790641427,0.13072296341881157,4.0592875741422176e-05,0.3136815250944346,3.1623987313359976,0.001244158763345331,0.004810194315388799,13.613972384482622,426.1956574395299,262.297984585166,190.70020359940827,460.6344114989042,0.8379309104662389,1.606212402274832,57.4990813434124,0.028128587989468122,0.6571190087124705,0.3743915867526084,29.592958446592093,0.016278997078626414,0.8079720179736614,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.1211958026960492,0.1211958026960492,0.2423916053920984,0.2423916053920984,0.07271748161762952,0.07271748161762952,0.3635874080881476,0.3635874080881476,1.1256912552978002,22.513825105956006,288.4583841700613,1.83942120983963,44.498557470372376,191.56412078847288
0.0028970925752073527,0.23137809975072743,5.867215039208531e-05,0.4429131455440074,5.181002208590507,0.0009680211651138961,0.007497186971828342,16.623200693633407,507.55740897729993,410.77726036310196,200.78596090897918,439.8451417684555,0.8005199240520597,2.4882504721637817,31.577258594334126,0.017549863533868452,0.35792825371026993,0.22162569989450276,23.33613023161888,0.0273869170790473,0.6092207264900208,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.09138310897350312,0.09138310897350312,0.18276621794700623,0.18276621794700623,0.05482986538410187,0.05482986538410187,0.27414932692050936,0.27414932692050936,0.9951243204976767,19.902486409953536,255.00060712752966,2.878124678656079,64.44676627900738,206.77689118435566
0.0012835530899465084,0.1400805083848536,4.376190791651606e-05,0.22286384880542753,3.515746213495731,0.002024295764416456,0.004076879074797034,25.806921602226794,228.6626644898206,235.66808216273785,439.5662459079176,306.8915866315365,0.3465258055832237,1.3590860914438962,41.76850996911526,0.020624319736068136,0.538727983366698,0.299536686623469,12.405895702540874,0.017639642210232093,0.8576224278658628,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.12864336417987943,0.12864336417987943,0.25728672835975885,0.25728672835975885,0.07718601850792765,0.07718601850792765,0.3859300925396383,0.3859300925396383,0.8520073278025045,17.040146556050093,218.3268777493918,1.491870245327443,37.443019207403395,274.84607891402476
0.001966196622699499,0.18630594296380878,7.723181935027242e-05,0.33578317622654136,2.670658353716135,0.0021645992236211894,0.007625287340953947,24.700821709353477,349.8305266723037,381.0991197824478,399.20813175849617,234.8899871110916,0.9062608499079945,2.7977739474037664,51.48761749267578,0.011536126749509944,0.7155278888531029,0.1528255648445338,17.013174444437027,0.024223473566215483,0.4758523937314749,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.07137785905972123,0.07137785905972123,0.14275571811944246,0.14275571811944246,0.04282671543583274,0.04282671543583274,0.2141335771791637,0.2141335771791637,0.8846392960607977,17.692785921215954,226.68881961557943,2.0601694779430866,29.532116575629136,273.14146911357165
0.002353174084797502,0.0948233006335795,2.8360005777329203e-05,0.23311883891001342,3.8331439249217505,0.0015200433933176098,0.005045961448922754,14.866475772112608,409.6311592962593,555.9639807790518,328.9830334484577,518.3426938951015,0.6280889292340727,1.050978682632558,21.375105194747448,0.02913775275532901,0.39611684810370207,0.32442534319125116,28.573210649192333,0.010728433688535354,0.7767524835467339,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.11651287253201008,0.11651287253201008,0.23302574506402016,0.23302574506402016,0.06990772351920604,0.06990772351920604,0.3495386175960302,0.3495386175960302,1.0738401008283203,21.476802016566406,275.1715258372571,1.2728132839154642,51.45229573534295,199.5527230260898
0.002084133567288518,0.2025865131430328,4.818961879238487e-05,0.28484824177809054,4.297108322381973,0.0010722589498385786,0.008605641519650818,22.340060580987483,285.3882850147784,282.202298566699,369.5299410726875,561.0606484115124,0.9920892091654243,1.7841653302777558,28.242981769144535,0.025656402051933105,0.4445024817250669,0.3516281240154058,17.717455606907606,0.02975463705867156,0.6573240178823472,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.09859860268235207,0.09859860268235207,0.19719720536470414,0.19719720536470414,0.059159161609411245,0.059159161609411245,0.2957958080470562,0.2957958080470562,0.8975972977861582,17.951945955723165,230.00930755770304,2.2730138345638284,48.213410230805884,250.65472512341793
0.0017215721346437933,0.12248811537399888,5.739883414283394e-05,0.3862259574234485,2.1475786074995993,0.001702703170198947,0.005935518203303219,12.42516853287816,356.49585616774857,457.28994756937027,302.2675795480609,292.16940999031067,0.5408638818655164,2.0591121709905567,58.36480565369129,0.013689899409117176,0.6386999022215605,0.18002828606404364,26.77275838330388,0.015280773217826149,0.9495103245228529,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.14242654867842794,0.14242654867842794,0.2848530973568559,0.2848530973568559,0.08545592920705676,0.08545592920705676,0.4272796460352838,0.4272796460352838,1.1932127265042174,23.86425453008435,305.7607611667057,1.8269297263721544,32.03147657045909,185.32336527987445
0.001029155109077692,0.24889150975272062,3.6120203640311956e-05,0.1788535078894347,3.081904304772615,0.002478909701760858,0.0065058929566293965,18.986541853751987,476.2942152097821,502.53293476998806,261.70244636014104,363.6747233569622,0.7132882374711336,0.6211371169658377,48.650024086236954,0.024642801007208413,0.6143656047061086,0.27208955655805767,21.386603396385908,0.02158207352143619,0.41895621083676815,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.06284343162551521,0.06284343162551521,0.12568686325103043,0.12568686325103043,0.03770605897530913,0.03770605897530913,0.18853029487654566,0.18853029487654566,0.9888232039412128,19.776464078824254,253.3859460099358,3.0763712513431347,38.09323111106841,234.67916434488717
0.0026651535648852588,0.16862179392948748,6.631643340364099e-05,0.3953456751443445,5.6749454103410235,0.0014101842503994701,0.0031763824839144946,28.250808873213828,186.09716347418725,327.5915652513504,497.93403525836766,483.06472301483154,0.4323632001597435,3.2207460917299615,38.450689278542995,0.017202815572491845,0.30877950275316834,0.1941786294337362,12.951631862670183,0.013360982746096327,0.6936398544907569,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.10404597817361354,0.10404597817361354,0.20809195634722708,0.20809195634722708,0.06242758690416812,0.06242758690416812,0.3121379345208406,0.3121379345208406,0.7818833911088819,15.63766782217764,200.357618971651,1.6480322506556344,55.46431952244031,276.11047804196653
