,R2_Score,MSE,RSE,Model
48,0.8231439117455782,0.16754545918354713,0.4137923416400458,LinearRegression()
49,0.8231439117424881,0.16754545918227054,0.41379234163846934,LinearRegression()
50,0.8231439117424932,0.16754545918227354,0.41379234163847306,LinearRegression()
51,0.8231546810438848,0.1675284107009064,0.4137712885149591,LinearRegression()
52,0.8231687327027406,0.1675381349232228,0.41378329706203115,LinearRegression()
53,0.8228077788664527,0.16839167897171278,0.4148359934529617,LinearRegression()
54,0.8193034446626916,0.1747206294603712,0.42255983120207846,LinearRegression()
55,0.8014237875738474,0.1893335554162999,0.4398756410476907,LinearRegression()
56,0.7411889159191086,0.23078935825309205,0.48565068688494883,LinearRegression()
57,0.6756065228283904,0.34325803988567205,0.5922791939244672,LinearRegression()
58,0.7235527479331098,0.5435613138032597,0.7453159019818669,LinearRegression()
59,0.8040960590207585,0.8386200308235046,0.9257606849891206,LinearRegression()
60,0.8607312478902179,1.1976760002727955,1.1063328069436895,LinearRegression()
61,0.8950190085028886,1.5532741928861689,1.2599119086192,LinearRegression()
62,0.9108201771292949,1.906081144554977,1.3956830691690596,LinearRegression()
63,0.9079884344452608,2.412596539191947,1.5702126355023294,LinearRegression()
64,0.8866871755509872,3.2355965594376075,1.8184162344361063,LinearRegression()
65,0.8582273635159835,4.133977217099996,2.055418007107681,LinearRegression()
66,0.8422086446590855,4.57601217475353,2.162517861185826,LinearRegression()
67,0.8469954337074952,4.359206571043627,2.1106675942369395,LinearRegression()
68,0.8637857270574515,3.782910817521833,1.9662066879306028,LinearRegression()
69,0.8799434339371451,3.2426361558699153,1.8203932981887767,LinearRegression()
70,0.8921944466875431,2.8368589223278575,1.7026876536733866,LinearRegression()
71,0.9045170381519654,2.4520771782167827,1.5830082754344015,LinearRegression()
72,0.9190826377423068,2.0334268845461048,1.4415522827173477,LinearRegression()
73,0.9332046380539369,1.6554043520299617,1.3006731162624776,LinearRegression()
74,0.944716651329698,1.3648001613264147,1.1810020463704483,LinearRegression()
75,0.9537074251649535,1.1461195061204887,1.082258659773195,LinearRegression()
76,0.9601176653447459,0.9917132463763487,1.00672110810808,LinearRegression()
77,0.9647538216374575,0.8774747393602358,0.9469639126182575,LinearRegression()
78,0.9683847915648576,0.7858025126999737,0.8961337297978523,LinearRegression()
79,0.9708436697949994,0.7236994212664429,0.8599936216729757,LinearRegression()
80,0.9721653908209725,0.6916425448220318,0.8407308185615668,LinearRegression()
81,0.9730207865030046,0.672195402332264,0.8288269925750466,LinearRegression()
82,0.9735783419070736,0.6598955568098535,0.8212090364883169,LinearRegression()
83,0.9740034790839599,0.6485459170150905,0.8141163603117175,LinearRegression()
84,0.9739121874796325,0.6473295143129432,0.8133525299527216,LinearRegression()
85,0.9723270728994239,0.6766348175749798,0.8315594212410019,LinearRegression()
86,0.9683211616575456,0.7393031765419498,0.8692153829833701,LinearRegression()
87,0.9611628284353423,0.8268012364596801,0.919214097487996,LinearRegression()
88,0.9504313713878207,0.9218623128491097,0.9706198033998608,LinearRegression()
89,0.9354871936268276,1.002222111173928,1.0120410010796843,LinearRegression()
90,0.9153025368411121,1.04762109023568,1.0347090175017986,LinearRegression()
91,0.8884191713163231,1.042881875495301,1.0323659629918551,LinearRegression()
92,0.8528568001115109,0.9808315297854231,1.00118267713454,LinearRegression()
93,0.8061267181096463,0.8638976389664479,0.939609201423041,LinearRegression()
94,0.7456967832188108,0.7040607131341369,0.8482447359019597,LinearRegression()
95,0.6709085386418142,0.521174747247872,0.7298066221748611,LinearRegression()
96,0.5888408881232878,0.339918031716974,0.589390619092663,LinearRegression()
97,0.5277045797127577,0.18607711929129406,0.43607642089954374,LinearRegression()
98,0.5481331453428595,0.08099902501735033,0.2877106997042656,LinearRegression()
99,0.6511207700117845,0.03137357348622972,0.17905980682737574,LinearRegression()
100,0.6984736519806337,0.016427590513567406,0.1295695802788053,LinearRegression()
a_epad_ind,0.09612362532403296,9.109430808752254,3.0511372095694207,LinearRegression()
epad_ind,0.9264015702929247,0.2632044947538751,0.5186361304001633,LinearRegression()
dia_ind,0.27466725323529073,0.14715613099645347,0.3877977616393671,LinearRegression()
sys_ind,0.6789107885855477,9.004342491124964,3.0334868758016147,LinearRegression()
esp_ind,0.29296739821086326,13.567870372517866,3.723676640902951,LinearRegression()
edp_ind,1.0,0.0,0.0,LinearRegression()
eivc_ind,0.7696147341238441,1.440805876758205,1.213441526043241,LinearRegression()
t_max_dpdt,0.9978909243628117,1.9210020980122896e-05,0.004430778474249204,LinearRegression()
t_min_dpdt,0.9837973674975856,0.0003724483010913014,0.019509633740798223,LinearRegression()
t_max_p,0.9639309923373234,0.0005694595028010916,0.024123901128486742,LinearRegression()
t_dia,1.0,0.0,0.0,LinearRegression()
a_epad,0.7207517961969827,2.067473988244176,1.453570647992256,LinearRegression()
epad,0.9025994741391705,1.4321886368642571,1.2098073798569287,LinearRegression()
s_a_epad,0.22284201487705557,2.6612291913178536,1.6491389793353246,LinearRegression()
s_epad,0.9015067938763712,0.7362702318536537,0.8674305999483117,LinearRegression()
min_dpdt,0.9318269593596183,1211.7578522288402,35.190386670996155,LinearRegression()
max_dpdt,0.9476749777311164,1811.566714289288,43.02721966578709,LinearRegression()
a_alpha,0.9671876965597743,0.008778610734531662,0.09471723540515121,LinearRegression()
b_alpha,0.9692318602580468,969.0372923209004,31.469247849546225,LinearRegression()
a_beta,0.9579430074131691,0.035549275730973856,0.19060377423077224,LinearRegression()
b_beta,0.957515300855972,3291.961309417448,58.00206807555558,LinearRegression()
cross_ind,0.8924275539112396,0.8714767433953357,0.9437218675596127,LinearRegression()
cross_max,0.8940357691331161,15.624126690741129,3.9958943164880916,LinearRegression()
A_p,0.9022548571674314,0.9064101772126276,0.9624507253196881,LinearRegression()
P_max,0.9210504489671397,5.798720486159772,2.4343454361332455,LinearRegression()
esp,0.9367355611619947,1.475338523448632,1.22789705824231,LinearRegression()
sys,0.9408055661942281,1.5680270180788383,1.2658810200799808,LinearRegression()
EF,0.2701345222634306,0.00500589352910821,0.07152484440439323,LinearRegression()
dia,0.6993761867394246,0.015995211022608456,0.1278530534660392,LinearRegression()
tau,0.7531905647976346,5.080178190296309e-06,0.0022785344036915065,LinearRegression()
Ees/Ea,0.47104163095218254,0.02017324377199199,0.1435833182648733,LinearRegression()
iT,1.0,6.823153792095989e-28,2.6406369602795277e-14,LinearRegression()
iHR,0.9504644621291449,27.989841399508194,5.348307098088652,LinearRegression()
edp,0.8207669616111115,0.16565725957858007,0.41145406173548554,LinearRegression()
eivc,0.6645237148641541,10.049345846878452,3.204682537611143,LinearRegression()
MC_EF,0.9536166027332228,0.00035095079978719426,0.018938223421676812,LinearRegression()
MC_edp,0.823757822402287,0.16709495807270075,0.4132356587313724,LinearRegression()
MC_eivc,0.93548233151109,1.7490802788095243,1.3369679274473667,LinearRegression()
MC_dia,1.0,6.831501059060486e-32,2.6422517094866957e-16,LinearRegression()
t_pulse,0.998416026968423,8.364579276348528e-06,0.0029237360882189392,LinearRegression()
PC1,0.9387685344629115,0.06123146553708837,0.2501516919231897,LinearRegression()
PC2,0.9645964577143957,0.035403542285604286,0.1902126850904538,LinearRegression()
PC3,0.7477973822289676,0.2522026177710325,0.507681002792447,LinearRegression()
PC4,0.6757375828941994,0.32426241710580084,0.5756578421370738,LinearRegression()
PC5,0.2171905020868049,0.7828094979131957,0.8944254759336376,LinearRegression()
PC6,0.5213621318257429,0.47863786817425735,0.6993903654211656,LinearRegression()
PC7,0.30097562840577363,0.6990243715942267,0.8452054259695163,LinearRegression()
PC8,0.18017747321965372,0.8198225267803454,0.9153265112399598,LinearRegression()
PC9,0.26690882886492084,0.7330911711350789,0.8655558822350972,LinearRegression()
PC10,0.1342528469076094,0.8657471530923914,0.9406144659845339,LinearRegression()
